P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
2,2,3,2,3,3.9886,5.21,1.68,1.11,1.86,1.76,0.64556,0.59248,0.55267,224.20078,191.7775,258.48897,223.86923,238.34204,258.52842,5.8,-16.31045,3.18,67.27,0.2039,0.32,0.19,89.89245,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-26.37586,0.8847,3,2,0.086,0.225,0.64347,-0.15,0.76,0.48,0.74559,0,1
2,4,3,2,3,2.39597,4.8,1.64,1.09,1.79,1.71,0.52077,0.39144,0.86535,203.74627,190.29271,223.10411,214.10247,227.74733,292.10445,5.2,-17.2076,3.11,48.62,0.168,0.21,0.16,89.89313,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-26.10932,0.9409,2,3,0.089,0.232,0.0908,-0.15,0.57,0.63,0.65907,0,1
2,4,2,2,3,5.72223,0.68,1.04,0.6,0.62,0.81,0.60936,0.6167,0.95731,221.50796,218.17971,256.5917,217.3209,271.24505,280.29287,0.4,-17.10521,1.99,9.21,0.0371,0.06,0.04,89.93959,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.75553,1.684,7,2,0.019,0.051,-0.09772,0.25,-0.63,0.59,0.63238,0,1
2,2,3,2,3,4.871,7.26,1.83,1.19,2.17,1.99,0.50485,0.40019,0.42633,210.28635,185.50735,230.80547,226.92212,251.21246,230.78566,8.6,-17.68447,3.48,25.64,0.1254,0.09,0.12,89.94695,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-26.01997,0.9881,3,1,0.083,0.212,0.24762,-0.14,0.81,0.53,0.61724,0,1
2,2,3,1,3,1.54703,8.7,1.92,1.24,2.37,2.13,0.27797,0.58447,0.73374,192.39589,206.24522,243.12862,259.66823,247.00283,262.61858,10.8,-17.56084,3.64,57.32,0.176,0.1,0.18,89.81957,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-26.39814,1.1831,2,2,0.087,0.232,0.35327,-0.14,1.19,0.45,0.81386,0,1
2,4,2,2,3,7.72497,0.68,1.04,0.6,0.62,0.81,0.23311,0.31331,1.3929,209.82224,197.76022,201.6389,243.23891,267.89701,263.45122,0.4,-17.50561,1.99,9.21,0.0371,0.06,0.04,89.86424,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.06211,1.684,7,2,0.019,0.051,0.45413,0.25,-0.63,0.59,0.85372,0,1
2,4,3,2,3,5.02095,1.27,1.12,0.9,1.01,1.06,0.24025,0.48305,0.52831,161.25344,224.71692,225.31131,230.80476,254.40881,244.27868,1.1,-17.96362,2.13,11.19,0.0485,0.35,0.05,89.88945,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-26.0198,1.654,1,3,0.032,0.086,0.19896,-0.17,-0.39,0.64,0.70943,0,1
2,4,3,2,3,5.30876,1.27,1.12,0.9,1.01,1.06,0.20962,0.44206,0.82429,187.52084,211.5245,219.59654,261.41596,272.22728,248.91046,1.1,-16.54636,2.13,11.19,0.0485,0.35,0.05,89.78529,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-26.19086,1.654,1,4,0.032,0.086,0.14689,-0.17,-0.39,0.64,0.75397,0,1
2,4,3,2,3,5.28874,2.7,1.4,0.99,1.39,1.39,0.23447,0.66371,0.61451,179.47897,207.89286,259.82843,247.2753,238.44063,269.10544,2.7,-17.87026,2.65,62.24,0.213,0.02,0.21,89.94465,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.97117,0.8714,6,1,0.096,0.251,0.05751,-0.16,0.23,0.63,0.61045,0,1
2,2,3,1,3,6.22256,14.78,2.18,1.42,3.1,2.6,0.32715,0.58912,1.20453,196.68501,232.36194,204.90252,219.09405,259.65436,253.85671,21.0,-16.44684,4.15,247.35,0.677,0.0,0.68,89.86787,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-26.29325,0.488,3,4,0.348,0.846,-0.14762,-0.13,1.77,0.36,0.69511,0,1
2,4,3,2,3,3.30041,2.81,1.41,1.0,1.41,1.41,0.35278,0.4792,0.832,217.68723,204.53869,258.0498,236.62397,243.52975,275.63617,2.8,-16.59687,2.68,267.29,0.718,0.0,0.72,89.85169,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.28626,0.4676,5,3,0.353,0.857,-0.34926,-0.16,0.19,0.66,0.65829,0,1
2,4,3,2,3,7.19277,0.62,0.92,0.8,0.74,0.82,0.44042,0.52391,1.02268,206.75256,201.88015,216.89415,256.22529,241.30995,296.99524,0.5,-17.67543,1.74,6.1,0.0282,0.09,0.03,89.7369,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.20797,2.2216,7,2,0.019,0.051,-0.09319,-0.12,-0.68,0.55,0.67095,0,1
2,4,3,2,3,2.71685,1.27,1.12,0.9,1.01,1.06,0.41208,0.5633,1.41448,201.88671,226.93364,208.20814,253.2922,270.22535,299.32111,1.1,-18.07734,2.13,11.19,0.0485,0.35,0.05,89.93654,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-26.2865,1.654,1,1,0.032,0.086,0.09249,-0.17,-0.39,0.64,0.8377,0,1
2,4,3,2,3,5.63536,2.81,1.41,1.0,1.41,1.41,0.39964,0.62741,1.30371,177.56842,218.16403,252.86829,218.98802,250.34776,235.51622,2.8,-16.96991,2.68,267.29,0.718,0.0,0.72,89.77927,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.70752,0.4676,5,1,0.353,0.857,0.07475,-0.16,0.19,0.66,0.56443,0,1
2,4,3,2,3,6.85867,2.34,1.34,0.97,1.3,1.32,0.5373,0.47907,0.93012,228.02886,186.17892,264.94311,216.86885,245.74592,256.4617,2.3,-16.48165,2.55,112.31,0.409,0.04,0.41,89.913,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.09904,0.7685,1,1,0.274,0.681,-0.35454,-0.16,-0.06,0.73,0.56892,0,1
2,2,3,1,3,4.8883,14.78,2.18,1.42,3.1,2.6,0.52111,0.55984,1.07741,172.17519,213.55358,226.67905,222.02716,236.19253,248.03467,21.0,-18.05656,4.15,247.35,0.677,0.0,0.68,89.78366,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-26.07763,0.488,3,2,0.348,0.846,0.19466,-0.13,1.77,0.36,0.82144,0,1
2,2,3,1,3,5.69032,14.78,2.18,1.42,3.1,2.6,0.18461,0.31318,0.88029,227.01069,188.58453,247.28726,258.9268,235.02528,233.11554,21.0,-17.73663,4.15,247.35,0.677,0.0,0.68,89.9241,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-26.37279,0.488,3,2,0.348,0.846,0.43844,-0.13,1.77,0.36,0.70742,0,1
2,4,3,2,3,4.94506,2.7,1.4,0.99,1.39,1.39,0.28062,0.48678,1.30362,169.01988,216.41957,207.99493,223.66831,267.79111,270.79886,2.7,-17.08151,2.65,62.24,0.213,0.02,0.21,89.77847,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.63273,0.8714,6,1,0.096,0.251,0.46662,-0.16,0.23,0.63,0.66736,0,1
2,4,3,2,3,4.23175,2.34,1.34,0.97,1.3,1.32,0.62522,0.41117,0.91267,176.62042,215.06394,252.8676,235.54973,269.65047,252.21838,2.3,-17.9293,2.55,112.31,0.409,0.04,0.41,89.9962,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.1132,0.7685,1,2,0.274,0.681,-0.35596,-0.16,-0.06,0.73,0.76673,0,1
2,2,3,2,3,7.7962,7.26,1.83,1.19,2.17,1.99,0.37603,0.42886,1.55258,174.44926,215.38119,273.40496,224.78957,247.99117,266.41942,8.6,-17.94307,3.48,25.64,0.1254,0.09,0.12,89.72268,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-26.36671,0.9881,3,3,0.083,0.212,-0.14138,-0.14,0.81,0.53,0.62859,0,1
2,4,3,2,3,6.01172,0.62,0.92,0.8,0.74,0.82,0.58069,0.46273,0.42493,212.27713,182.76286,207.4551,207.96335,270.06978,274.14763,0.5,-17.7959,1.74,6.1,0.0282,0.09,0.03,89.88053,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.69853,2.2216,7,2,0.019,0.051,-0.23054,-0.12,-0.68,0.55,0.74559,0,1
2,2,3,2,3,2.57107,7.09,1.82,1.18,2.15,1.98,0.44798,0.55265,1.26508,204.80177,209.71032,243.01403,262.78158,239.14139,304.19523,8.4,-17.73424,3.45,197.8,0.6,0.29,0.57,89.75405,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-25.50203,0.6042,6,2,0.379,0.917,-0.26097,-0.14,0.77,0.56,0.64613,1,1
2,4,3,2,3,4.39593,2.34,1.34,0.97,1.3,1.32,0.31589,0.53356,1.41884,188.50932,181.87227,251.07894,242.98287,242.97082,292.00332,2.3,-16.36268,2.55,112.31,0.409,0.04,0.41,89.77529,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.35729,0.7685,1,3,0.274,0.681,-0.30441,-0.16,-0.06,0.73,0.82184,0,1
2,4,3,2,3,4.08234,0.62,0.92,0.8,0.74,0.82,0.23851,0.29728,0.64261,195.03682,192.81731,262.80523,204.98557,253.47473,263.5254,0.5,-16.73321,1.74,6.1,0.0282,0.09,0.03,89.82329,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.71094,2.2216,7,2,0.019,0.051,0.23618,-0.12,-0.68,0.55,0.74896,0,1
2,2,3,1,3,8.1278,8.57,1.91,1.23,2.35,2.12,0.17029,0.42801,0.3736,178.571,183.71663,224.51891,264.84118,237.055,251.95484,10.6,-17.30248,3.63,48.14,0.1939,0.16,0.19,89.81801,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-25.40591,1.1499,3,2,0.122,0.316,0.27991,-0.14,1.0,0.49,0.76784,0,1
2,4,3,2,3,4.61809,1.27,1.12,0.9,1.01,1.06,0.46761,0.43655,0.69326,161.10517,222.63728,225.56695,217.33879,253.36757,236.09152,1.1,-18.0488,2.13,11.19,0.0485,0.35,0.05,89.81853,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-25.677,1.654,1,1,0.032,0.086,0.45915,-0.17,-0.39,0.64,0.62178,0,1
2,4,2,2,3,6.74514,0.68,1.04,0.6,0.62,0.81,0.58302,0.53451,0.50651,196.34061,207.94199,255.761,236.15981,231.86217,267.85079,0.4,-17.13717,1.99,9.21,0.0371,0.06,0.04,89.79582,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.50602,1.684,7,2,0.019,0.051,0.58198,0.25,-0.63,0.59,0.67473,0,1
2,4,2,2,3,3.68996,0.68,1.04,0.6,0.62,0.81,0.21046,0.62901,1.11529,193.10178,182.61978,252.01369,248.54434,233.21916,238.39287,0.4,-16.50225,1.99,9.21,0.0371,0.06,0.04,89.95569,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.88292,1.684,7,3,0.019,0.051,0.11047,0.25,-0.63,0.59,0.69694,0,1
2,4,3,2,3,1.36871,4.8,1.64,1.09,1.79,1.71,0.47124,0.48681,0.38857,204.73272,203.61442,260.24227,223.20477,239.16722,306.79301,5.2,-16.48721,3.11,48.62,0.168,0.21,0.16,89.86299,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.74986,0.9409,2,1,0.089,0.232,0.67556,-0.15,0.57,0.63,0.69786,0,1
2,2,3,2,3,4.04748,5.21,1.68,1.11,1.86,1.76,0.47384,0.50237,0.57458,190.87263,221.87941,216.44829,221.86223,257.48718,248.22575,5.8,-17.73189,3.18,67.27,0.2039,0.32,0.19,89.96266,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-26.03456,0.8847,3,1,0.086,0.225,0.07318,-0.15,0.76,0.48,0.6732,0,1
2,2,3,1,3,7.82244,8.57,1.91,1.23,2.35,2.12,0.53326,0.57405,1.40346,209.9986,192.87762,215.66959,201.68131,264.38362,251.17398,10.6,-17.99685,3.63,48.14,0.1939,0.16,0.19,89.73208,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-25.66035,1.1499,3,2,0.122,0.316,0.69256,-0.14,1.0,0.49,0.83917,0,1
2,2,3,1,3,6.46334,8.7,1.92,1.24,2.37,2.13,0.58547,0.68021,0.88739,173.30161,227.79212,282.65118,229.85507,237.24732,288.66587,10.8,-18.01495,3.64,57.32,0.176,0.1,0.18,89.90881,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-25.67439,1.1831,2,2,0.087,0.232,0.24675,-0.14,1.19,0.45,0.81616,0,1
2,2,3,1,3,5.52114,14.78,2.18,1.42,3.1,2.6,0.56448,0.44881,0.43184,206.74749,223.11006,271.60186,212.57769,265.47137,306.35112,21.0,-16.49923,4.15,247.35,0.677,0.0,0.68,89.91024,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-25.75908,0.488,3,3,0.348,0.846,-0.20322,-0.13,1.77,0.36,0.69022,0,1
2,4,3,2,3,2.73471,0.62,0.92,0.8,0.74,0.82,0.64058,0.298,0.67661,226.53297,232.45149,233.93147,263.85402,249.78806,300.34433,0.5,-16.64064,1.74,6.1,0.0282,0.09,0.03,89.91913,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.1357,2.2216,7,2,0.019,0.051,0.44967,-0.12,-0.68,0.55,0.86457,0,1
2,2,3,1,3,8.69144,14.78,2.18,1.42,3.1,2.6,0.60524,0.51329,0.81299,166.89627,215.45121,250.23597,260.53716,266.87075,306.88992,21.0,-18.04005,4.15,247.35,0.677,0.0,0.68,89.9636,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-26.03625,0.488,3,1,0.348,0.846,-0.10297,-0.13,1.77,0.36,0.59347,0,1
2,2,3,2,3,4.84657,7.09,1.82,1.18,2.15,1.98,0.21125,0.52063,0.40212,163.43842,231.75001,264.57095,243.47011,227.02347,263.43756,8.4,-17.71243,3.45,197.8,0.6,0.29,0.57,89.99123,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-26.32868,0.6042,6,2,0.379,0.917,0.54148,-0.14,0.77,0.56,0.76395,1,1
2,4,3,2,3,2.11407,2.34,1.34,0.97,1.3,1.32,0.23451,0.48025,0.34028,227.49846,195.34293,203.99596,203.33971,231.25372,294.43817,2.3,-17.3744,2.55,112.31,0.409,0.04,0.41,89.84168,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-25.56402,0.7685,1,2,0.274,0.681,-0.13409,-0.16,-0.06,0.73,0.63063,0,1
2,4,3,2,3,5.68138,2.7,1.4,0.99,1.39,1.39,0.61242,0.50194,1.40637,219.67372,194.24241,278.18242,260.76617,227.70164,308.27433,2.7,-16.34191,2.65,62.24,0.213,0.02,0.21,89.78803,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.43083,0.8714,6,1,0.096,0.251,-0.04569,-0.16,0.23,0.63,0.79074,0,1
2,2,3,2,3,6.52139,7.09,1.82,1.18,2.15,1.98,0.29304,0.6208,1.0419,165.04209,203.67766,217.71048,248.78372,245.28328,310.03194,8.4,-17.39905,3.45,197.8,0.6,0.29,0.57,89.99934,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-25.89307,0.6042,6,2,0.379,0.917,0.01302,-0.14,0.77,0.56,0.69292,1,1
2,2,3,1,3,7.73116,14.78,2.18,1.42,3.1,2.6,0.21156,0.56364,0.70123,212.1272,185.26974,216.11234,205.58111,242.89022,260.48732,21.0,-17.80977,4.15,247.35,0.677,0.0,0.68,89.95664,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-25.60605,0.488,3,4,0.348,0.846,0.19606,-0.13,1.77,0.36,0.86138,0,1
2,4,3,2,3,5.0174,0.62,0.92,0.8,0.74,0.82,0.15595,0.34329,0.49661,186.87009,194.21365,216.81703,221.91495,265.45192,256.53638,0.5,-17.56485,1.74,6.1,0.0282,0.09,0.03,89.73938,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.86496,2.2216,7,4,0.019,0.051,0.33304,-0.12,-0.68,0.55,0.71391,0,1
2,2,3,2,3,4.87149,7.26,1.83,1.19,2.17,1.99,0.3174,0.38048,0.61086,162.14281,188.5502,209.92323,250.23056,227.2789,253.00157,8.6,-16.29887,3.48,25.64,0.1254,0.09,0.12,89.82117,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-25.68611,0.9881,3,3,0.083,0.212,0.30934,-0.14,0.81,0.53,0.70772,0,1
2,4,3,2,3,3.65112,2.81,1.41,1.0,1.41,1.41,0.34668,0.38618,0.85441,176.50645,190.52222,234.28011,209.96714,259.72369,266.71407,2.8,-17.44772,2.68,267.29,0.718,0.0,0.72,89.74975,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.52825,0.4676,5,3,0.353,0.857,0.03192,-0.16,0.19,0.66,0.57447,0,1
2,2,3,2,3,8.24832,5.21,1.68,1.11,1.86,1.76,0.49423,0.643,1.22836,174.74117,194.51043,277.58572,231.37299,261.27641,266.38304,5.8,-17.84019,3.18,67.27,0.2039,0.32,0.19,89.89296,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-25.78412,0.8847,3,2,0.086,0.225,0.59935,-0.15,0.76,0.48,0.68092,0,1
2,4,3,2,3,5.62156,2.34,1.34,0.97,1.3,1.32,0.30221,0.51945,1.25652,183.99986,200.93075,230.10113,215.1635,239.12432,231.86907,2.3,-17.03799,2.55,112.31,0.409,0.04,0.41,89.89402,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.2691,0.7685,1,1,0.274,0.681,0.27157,-0.16,-0.06,0.73,0.81524,0,1
2,4,3,2,3,4.79815,2.73,1.4,0.99,1.39,1.4,0.27533,0.30345,0.43428,193.10217,220.64989,248.8584,250.1757,238.55434,294.06774,2.7,-18.06499,2.66,86.83,0.3124,0.0,0.31,89.73604,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-26.0759,0.8699,1,2,0.178,0.456,-0.03057,-0.16,0.12,0.83,0.66553,0,1
2,4,3,2,3,4.49062,4.8,1.64,1.09,1.79,1.71,0.1866,0.50773,0.68509,184.20965,192.4429,206.91974,219.43022,243.47052,303.45977,5.2,-17.63673,3.11,48.62,0.168,0.21,0.16,89.85002,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-26.00885,0.9409,2,3,0.089,0.232,0.42603,-0.15,0.57,0.63,0.57917,0,1
2,2,3,1,3,6.0374,8.7,1.92,1.24,2.37,2.13,0.29384,0.6094,0.90634,164.98862,185.66081,217.05701,231.87655,243.48929,247.51212,10.8,-16.50658,3.64,57.32,0.176,0.1,0.18,89.98418,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-26.13183,1.1831,2,4,0.087,0.232,0.02856,-0.14,1.19,0.45,0.66773,0,1
2,4,3,2,3,7.06034,4.8,1.64,1.09,1.79,1.71,0.34629,0.29284,0.79692,174.59282,196.6839,230.60432,228.95055,250.98918,260.7467,5.2,-17.57016,3.11,48.62,0.168,0.21,0.16,89.8717,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-26.28853,0.9409,2,3,0.089,0.232,-0.32881,-0.15,0.57,0.63,0.80764,0,1
2,4,3,2,3,4.67735,2.7,1.4,0.99,1.39,1.39,0.19291,0.50737,0.55512,211.34643,203.89831,209.08504,211.81353,235.9361,248.09128,2.7,-17.44108,2.65,39.03,0.156,0.03,0.16,89.75678,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.43962,1.19,6,3,0.096,0.251,0.48916,-0.16,0.08,0.78,0.63361,0,1
2,4,3,2,3,7.51667,2.7,1.4,0.99,1.39,1.39,0.53322,0.47843,0.77653,208.44246,221.64347,231.11488,228.52112,242.82978,284.54731,2.7,-16.92396,2.65,62.24,0.213,0.02,0.21,89.76829,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.70641,0.8714,6,2,0.096,0.251,0.40685,-0.16,0.23,0.63,0.73408,0,1
2,4,3,2,3,1.30286,2.7,1.4,0.99,1.39,1.39,0.5458,0.70022,0.81301,215.24786,202.21771,213.99406,237.96487,259.1869,236.10327,2.7,-16.41966,2.65,39.03,0.156,0.03,0.16,89.91532,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.49731,1.19,6,2,0.096,0.251,-0.38797,-0.16,0.08,0.78,0.70673,0,1
2,2,3,2,3,6.12533,5.21,1.68,1.11,1.86,1.76,0.47668,0.6547,1.0643,225.87201,211.44942,240.94974,260.59415,229.44143,238.6846,5.8,-17.77128,3.18,67.27,0.2039,0.32,0.19,89.89963,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-25.63625,0.8847,3,3,0.086,0.225,0.42584,-0.15,0.76,0.48,0.83702,0,1
2,2,3,2,3,3.77101,6.14,1.75,1.15,2.01,1.87,0.27741,0.54815,1.08484,165.05361,225.95577,252.72676,223.9057,237.75964,293.27979,7.0,-17.42833,3.33,63.34,0.283,0.12,0.28,89.95241,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-25.94503,0.8155,5,2,0.134,0.347,-0.15329,-0.14,0.86,0.51,0.68457,0,1
2,4,3,2,3,3.14294,2.81,1.41,1.0,1.41,1.41,0.2499,0.47827,0.71811,205.81756,204.36047,256.80592,209.86254,260.49865,282.06179,2.8,-16.54869,2.68,267.29,0.718,0.0,0.72,89.70078,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.58919,0.4676,5,2,0.353,0.857,0.62825,-0.16,0.19,0.66,0.85063,0,1
2,4,3,2,3,3.13353,2.7,1.4,0.99,1.39,1.39,0.24106,0.59745,1.42189,177.7558,190.09559,213.91017,221.45566,239.14787,241.12888,2.7,-16.56332,2.65,62.24,0.213,0.02,0.21,89.82944,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.94307,0.8714,6,2,0.096,0.251,0.50879,-0.16,0.23,0.63,0.69832,0,1
2,4,3,2,3,6.51759,0.62,0.92,0.8,0.74,0.82,0.18222,0.31693,0.37813,162.65998,199.68052,238.50025,232.17325,246.6911,270.32114,0.5,-17.56069,1.74,6.1,0.0282,0.09,0.03,89.7355,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.21753,2.2216,7,3,0.019,0.051,-0.12545,-0.12,-0.68,0.55,0.85779,0,1
2,4,3,2,3,5.86217,1.27,1.12,0.9,1.01,1.06,0.5381,0.35611,1.04691,208.50167,208.24445,212.87996,245.99824,231.38898,260.2693,1.1,-16.73311,2.13,11.19,0.0485,0.35,0.05,89.7795,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-26.26993,1.654,1,3,0.032,0.086,0.40814,-0.17,-0.39,0.64,0.81336,0,1
2,2,3,2,3,3.13048,5.21,1.68,1.11,1.86,1.76,0.34046,0.32751,0.97347,194.78495,218.81582,283.09739,239.80562,250.8802,301.19103,5.8,-17.21665,3.18,67.27,0.2039,0.32,0.19,89.82332,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-26.00605,0.8847,3,2,0.086,0.225,0.14636,-0.15,0.76,0.48,0.58958,0,1
2,4,3,2,3,6.25981,0.62,0.92,0.8,0.74,0.82,0.43985,0.41215,0.37818,223.80659,197.29931,225.26877,213.90595,243.76867,262.6075,0.5,-17.91246,1.74,6.1,0.0282,0.09,0.03,89.93631,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.83905,2.2216,7,1,0.019,0.051,0.00329,-0.12,-0.68,0.55,0.6481,0,1
2,4,3,2,3,4.246,1.27,1.12,0.9,1.01,1.06,0.40508,0.45586,0.31663,175.25638,199.93266,233.26834,244.57528,254.69401,290.57206,1.1,-16.66384,2.13,11.19,0.0485,0.35,0.05,89.70869,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-25.90988,1.654,1,2,0.032,0.086,0.37992,-0.17,-0.39,0.64,0.74842,0,1
2,2,3,1,3,7.44663,8.57,1.91,1.23,2.35,2.12,0.30889,0.29812,0.48773,218.49294,206.52636,207.42372,246.21872,255.06439,233.7358,10.6,-16.45861,3.63,48.14,0.1939,0.16,0.19,89.822,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-26.28858,1.1499,3,1,0.122,0.316,0.18868,-0.14,1.0,0.49,0.673,0,1
2,4,3,2,3,6.97048,2.73,1.4,0.99,1.39,1.4,0.29437,0.47572,1.24132,223.22703,188.7965,253.73253,215.02655,259.13374,296.34312,2.7,-17.35223,2.66,86.83,0.3124,0.0,0.31,89.71174,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-26.21854,0.8699,1,3,0.178,0.456,-0.33453,-0.16,0.12,0.83,0.67038,0,1
