P. Name,P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,260.9,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,271.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,284.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,260.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,250.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,266.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,271.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,264.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,230.5,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,271.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,264.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,263.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,241.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,289.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,283.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,278.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,223.1,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,283.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,278.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,232.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,263.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,275.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,264.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,266.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,311.9,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,304.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,312.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,273.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,292.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,304.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 c,3.0,2.0,3.0,2.0,3.0,6.4,6.4,1.77,1.16,2.04,1.9,0.6584886,0.785473,0.9446748,229.5,239.5,251.2,272.1,282.0,293.7,7.4,-18.16,3.36,24.33,0.129,0.09,0.13,89.8971428571429,234.9,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-26.5,1.3905,2.0,2.0,0.093,0.244,-0.53,-0.14,0.64,0.54,0.77,0.0,1.0
GJ 180 c,3.0,2.0,3.0,2.0,3.0,6.4,6.4,1.77,1.16,2.04,1.9,0.6584886,0.785473,0.9446748,229.5,239.5,251.2,272.1,284.0,293.7,7.4,-18.16,3.36,24.33,0.129,0.09,0.13,89.8971428571429,234.9,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-26.5,1.3905,2.0,2.0,0.093,0.244,-0.53,-0.14,0.64,0.54,0.77,0.0,1.0
GJ 180 c,3.0,2.0,3.0,2.0,3.0,6.4,6.4,1.77,1.16,2.04,1.9,0.6584886,0.785473,0.9446748,229.5,239.5,251.2,272.1,303.0,293.7,7.4,-18.16,3.36,24.33,0.129,0.09,0.13,89.8971428571429,234.9,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-26.5,1.3905,2.0,2.0,0.093,0.244,-0.53,-0.14,0.64,0.54,0.77,0.0,1.0
GJ 180 c,3.0,2.0,3.0,2.0,3.0,6.4,6.4,1.77,1.16,2.04,1.9,0.6584886,0.785473,0.9446748,229.5,239.5,251.2,272.1,287.0,293.7,7.4,-18.16,3.36,24.33,0.129,0.09,0.13,89.8971428571429,234.9,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-26.5,1.3905,2.0,2.0,0.093,0.244,-0.53,-0.14,0.64,0.54,0.77,0.0,1.0
GJ 180 c,3.0,2.0,3.0,2.0,3.0,6.4,6.4,1.77,1.16,2.04,1.9,0.6584886,0.785473,0.9446748,229.5,239.5,251.2,272.1,301.0,293.7,7.4,-18.16,3.36,24.33,0.129,0.09,0.13,89.8971428571429,234.9,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-26.5,1.3905,2.0,2.0,0.093,0.244,-0.53,-0.14,0.64,0.54,0.77,0.0,1.0
GJ 180 c,3.0,2.0,3.0,2.0,3.0,6.4,6.4,1.77,1.16,2.04,1.9,0.6584886,0.785473,0.9446748,229.5,239.5,251.2,272.1,299.0,293.7,7.4,-18.16,3.36,24.33,0.129,0.09,0.13,89.8971428571429,234.9,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-26.5,1.3905,2.0,2.0,0.093,0.244,-0.53,-0.14,0.64,0.54,0.77,0.0,1.0
GJ 273 b,3.0,4.0,3.0,2.0,3.0,2.89,2.89,1.42,1.0,1.43,1.43,1.003524,1.220269,1.498954,255.0,267.3,281.9,293.5,305.8,320.5,2.9,-18.17,2.7,18.65,0.0911,0.1,0.09,89.8971428571429,0.0,0.29,0.29,3382.0,0.010077,0.09,3.5237037037037,9.9,3.8,7.4568,5.2258,-27.0,1.7227,2.0,1.0,0.082,0.215,-0.86,-0.16,-0.05,0.53,0.86,0.0,1.0
GJ 273 b,3.0,4.0,3.0,2.0,3.0,2.89,2.89,1.42,1.0,1.43,1.43,1.003524,1.220269,1.498954,255.0,267.3,281.9,293.5,326.0,320.5,2.9,-18.17,2.7,18.65,0.0911,0.1,0.09,89.8971428571429,0.0,0.29,0.29,3382.0,0.010077,0.09,3.5237037037037,9.9,3.8,7.4568,5.2258,-27.0,1.7227,2.0,1.0,0.082,0.215,-0.86,-0.16,-0.05,0.53,0.86,0.0,1.0
GJ 273 b,3.0,4.0,3.0,2.0,3.0,2.89,2.89,1.42,1.0,1.43,1.43,1.003524,1.220269,1.498954,255.0,267.3,281.9,293.5,280.0,320.5,2.9,-18.17,2.7,18.65,0.0911,0.1,0.09,89.8971428571429,0.0,0.29,0.29,3382.0,0.010077,0.09,3.5237037037037,9.9,3.8,7.4568,5.2258,-27.0,1.7227,2.0,1.0,0.082,0.215,-0.86,-0.16,-0.05,0.53,0.86,0.0,1.0
GJ 273 b,3.0,4.0,3.0,2.0,3.0,2.89,2.89,1.42,1.0,1.43,1.43,1.003524,1.220269,1.498954,255.0,267.3,281.9,293.5,304.0,320.5,2.9,-18.17,2.7,18.65,0.0911,0.1,0.09,89.8971428571429,0.0,0.29,0.29,3382.0,0.010077,0.09,3.5237037037037,9.9,3.8,7.4568,5.2258,-27.0,1.7227,2.0,1.0,0.082,0.215,-0.86,-0.16,-0.05,0.53,0.86,0.0,1.0
GJ 273 b,3.0,4.0,3.0,2.0,3.0,2.89,2.89,1.42,1.0,1.43,1.43,1.003524,1.220269,1.498954,255.0,267.3,281.9,293.5,339.0,320.5,2.9,-18.17,2.7,18.65,0.0911,0.1,0.09,89.8971428571429,0.0,0.29,0.29,3382.0,0.010077,0.09,3.5237037037037,9.9,3.8,7.4568,5.2258,-27.0,1.7227,2.0,1.0,0.082,0.215,-0.86,-0.16,-0.05,0.53,0.86,0.0,1.0
GJ 273 b,3.0,4.0,3.0,2.0,3.0,2.89,2.89,1.42,1.0,1.43,1.43,1.003524,1.220269,1.498954,255.0,267.3,281.9,293.5,307.0,320.5,2.9,-18.17,2.7,18.65,0.0911,0.1,0.09,89.8971428571429,0.0,0.29,0.29,3382.0,0.010077,0.09,3.5237037037037,9.9,3.8,7.4568,5.2258,-27.0,1.7227,2.0,1.0,0.082,0.215,-0.86,-0.16,-0.05,0.53,0.86,0.0,1.0
GJ 667 C c,3.0,4.0,3.0,2.0,3.0,3.8,3.8,1.54,1.05,1.61,1.57,0.8427715,0.8769776,0.9129552,244.1,246.5,249.0,284.0,286.4,288.9,4.0,-17.97,2.92,28.14,0.125,0.02,0.12,89.8971428571429,292.0,0.33,0.35,3350.0,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.6,1.4848,6.0,3.0,0.096,0.251,-0.62,-0.15,0.21,0.6,0.84,0.0,1.0
GJ 667 C c,3.0,4.0,3.0,2.0,3.0,3.8,3.8,1.54,1.05,1.61,1.57,0.8427715,0.8769776,0.9129552,244.1,246.5,249.0,284.0,276.0,288.9,4.0,-17.97,2.92,28.14,0.125,0.02,0.12,89.8971428571429,292.0,0.33,0.35,3350.0,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.6,1.4848,6.0,3.0,0.096,0.251,-0.62,-0.15,0.21,0.6,0.84,0.0,1.0
GJ 667 C c,3.0,4.0,3.0,2.0,3.0,3.8,3.8,1.54,1.05,1.61,1.57,0.8427715,0.8769776,0.9129552,244.1,246.5,249.0,284.0,290.0,288.9,4.0,-17.97,2.92,28.14,0.125,0.02,0.12,89.8971428571429,292.0,0.33,0.35,3350.0,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.6,1.4848,6.0,3.0,0.096,0.251,-0.62,-0.15,0.21,0.6,0.84,0.0,1.0
GJ 667 C c,3.0,4.0,3.0,2.0,3.0,3.8,3.8,1.54,1.05,1.61,1.57,0.8427715,0.8769776,0.9129552,244.1,246.5,249.0,284.0,281.0,288.9,4.0,-17.97,2.92,28.14,0.125,0.02,0.12,89.8971428571429,292.0,0.33,0.35,3350.0,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.6,1.4848,6.0,3.0,0.096,0.251,-0.62,-0.15,0.21,0.6,0.84,0.0,1.0
GJ 667 C c,3.0,4.0,3.0,2.0,3.0,3.8,3.8,1.54,1.05,1.61,1.57,0.8427715,0.8769776,0.9129552,244.1,246.5,249.0,284.0,284.0,288.9,4.0,-17.97,2.92,28.14,0.125,0.02,0.12,89.8971428571429,292.0,0.33,0.35,3350.0,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.6,1.4848,6.0,3.0,0.096,0.251,-0.62,-0.15,0.21,0.6,0.84,0.0,1.0
GJ 667 C c,3.0,4.0,3.0,2.0,3.0,3.8,3.8,1.54,1.05,1.61,1.57,0.8427715,0.8769776,0.9129552,244.1,246.5,249.0,284.0,318.0,288.9,4.0,-17.97,2.92,28.14,0.125,0.02,0.12,89.8971428571429,292.0,0.33,0.35,3350.0,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.6,1.4848,6.0,3.0,0.096,0.251,-0.62,-0.15,0.21,0.6,0.84,0.0,1.0
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,294.7,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,335.0,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,270.0,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,290.0,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,303.0,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 832 c,3.0,2.0,3.0,2.0,3.0,5.4,5.4,1.69,1.12,1.89,1.79,0.7038802,0.9962043,1.457365,233.4,253.0,279.9,275.0,306.0,321.6,6.0,-18.33,3.21,35.68,0.163,0.18,0.16,89.8971428571429,10.0,0.45,0.45,3472.0,0.026036,-0.3,3.5237037037037,8.7,4.95,21.6444,-49.009,-26.7,1.4853,2.0,1.0,0.132,0.343,-0.7,-0.15,0.43,0.54,0.81,1.0,1.0
GJ 3323 b,3.0,4.0,3.0,2.0,3.0,2.02,2.02,1.28,0.95,1.23,1.25,0.776563,1.207001,1.981179,239.2,264.3,302.3,276.0,301.2,339.1,1.9,-17.95,2.44,5.36,0.0328,0.23,0.03,89.8971428571429,0.0,0.16,0.12,3159.0,0.001265,-0.27,3.5237037037037,12.2,155.37033025740652,5.0326,-6.9461,-27.0,1.9856,2.0,1.0,0.029,0.077,-0.84,-0.16,-0.25,0.53,0.89,0.0,1.0
GJ 3323 b,3.0,4.0,3.0,2.0,3.0,2.02,2.02,1.28,0.95,1.23,1.25,0.776563,1.207001,1.981179,239.2,264.3,302.3,276.0,327.0,339.1,1.9,-17.95,2.44,5.36,0.0328,0.23,0.03,89.8971428571429,0.0,0.16,0.12,3159.0,0.001265,-0.27,3.5237037037037,12.2,155.37033025740652,5.0326,-6.9461,-27.0,1.9856,2.0,1.0,0.029,0.077,-0.84,-0.16,-0.25,0.53,0.89,0.0,1.0
